id,NightEconomy_10m_None,HousingDensity_10m_None,GreenSpace_10m_None,BuildingHeights_10m_None,SpaceSyntax_10m_choice_ASA216_T10,Supermarkets_10m (1)_id_count,noise sum_10m_NoiseClass10m,Test_intergration_None,BuilingArea_10m_None
62120,,2.967,,,,,,,
62121,,2.967,,,,,67.5,,
62122,"1",2.967,,,,,67.5,,
62123,"1",2.967,,,,,67.5,,
62124,"1",2.967,,,"128233",,,544.67584,
62125,"1",2.967,,,"47165",,,607.93378,
62126,"1",2.967,,,,,67.5,,
62127,"1",2.967,,,,,67.5,,
62128,"1",2.967,,,,,67.5,,
62129,"1",2.967,,,,,67.5,,
62130,"1",2.967,,,,,62.5,,
62131,"1",2.967,,,,,62.5,,
62132,"1",2.967,,,,,62.5,,
62133,"1",2.967,,,,,62.5,,
62134,"1",2.967,,,,,62.5,,
62135,"1",2.967,,,,,62.5,,
62136,"1",2.967,,,,,62.5,,
62137,"1",2.967,,,,,62.5,,
62138,"1",2.967,,,,,,,
62139,"1",2.967,,,,,,,
62140,"1",2.967,,,,,,,
62141,"1",2.967,,,,,,,
62142,"1",2.967,,,,,,,
62143,"1",2.967,,,,,,,
62144,"1",2.967,,,,,,,
62145,"1",2.967,,,,,,,
62146,"1",2.967,,,,,,,
62147,"1",2.967,,,,,,,
62148,"1",2.967,,,,,,,
62149,,2.967,,,,,,,
62150,,2.967,,,,,,,
62151,,2.967,,,,,,,
62152,,2.967,,,,,,,
62153,,2.967,,,,,,,
62154,,2.967,,,,,,,
62155,,2.967,,,,,,,
62156,,2.967,,,,,,,
62157,,2.967,,,,,,,
62158,,2.967,,,,,,,
62159,,2.967,,,,,,,
62160,,2.967,,,,,,,
62161,,2.967,,,,,,,
62162,,2.967,,,,,,,
62163,,4.482,,,,,,,
62164,,4.482,,,,,,,
62165,,4.482,,,,,,,
62166,,4.482,,,,,,,
62167,,4.482,,,,,,,
62168,,4.482,,,,,,,
62169,,4.482,,,,,,,
62170,,4.482,,,,,,,
62171,,4.482,,,,,,,
62172,,4.482,,,,,,,
62173,,4.482,,,,,,,
62174,,4.482,,,,,,,
62175,,4.482,,,,,,,
62176,,4.482,,,,,,,
62177,,4.482,,,,,,,
62178,,4.482,,,,,,,
62179,,4.482,,,,,,,
62180,,4.482,,,,,,,
62181,,4.482,,,,,,,
62182,,4.482,,,,,,,
62183,,4.482,,,,,,,
62184,,4.482,,,,,,,
62185,"805",4.482,,,,,,,
62186,"805",4.482,,,,,,,
62187,"805",4.482,,,,,,,
62188,"805",4.482,,,,,,,
62189,"805",4.482,,27.6395745061,,,,,"29.0"
62190,"805",4.482,,27.6395745061,,,,,"68.0"
62191,"805",4.482,,27.6395745061,,,,,"100.0"
62192,"805",4.482,,27.6395745061,,,,,"100.0"
62193,"805",4.482,,27.6395745061,,,,,"100.0"
62194,"805",4.482,,27.6395745061,,,,,"100.0"
62195,"805",4.482,,27.6395745061,,,,,"100.0"
62196,"805",4.482,,27.6395745061,,,,,"100.0"
62197,"805",4.482,,27.6395745061,,,,,"100.0"
62198,"805",4.482,,27.6395745061,,,,,"100.0"
62199,"805",4.482,,27.6395745061,,,,,"100.0"
62200,"805",4.482,,27.6395745061,,,,,"100.0"
62201,"805",4.482,,27.6395745061,,,,,"100.0"
62202,"805",4.482,,27.6395745061,,,,,"100.0"
62203,"805",4.482,,27.6395745061,,,,,"100.0"
62204,"805",4.482,,27.6395745061,,,,,"100.0"
62205,"805",4.482,,27.6395745061,,,,,"100.0"
62206,"805",4.482,,27.6395745061,,,,,"100.0"
62207,"805",4.482,,27.6395745061,,,,,"100.0"
62208,"805",4.482,,27.6395745061,,,,,"100.0"
62209,"805",4.482,,27.6395745061,,,,,"100.0"
62210,"805",4.482,,27.6395745061,,,,,"100.0"
62211,"805",4.482,,27.6395745061,,,,,"100.0"
62212,"805",4.482,,27.6395745061,,,,,"100.0"
62213,"805",4.482,,27.6395745061,,,,,"28.0"
62214,"805",4.482,,13.3032225045,,,,,"16.0"
62215,"805",4.482,,13.3032225045,,,,,"47.0"
62216,"805",4.482,,27.6395745061,,,,,"6.0"
62217,"805",4.482,,27.6395745061,,,,,"93.0"
62218,"805",4.482,,27.6395745061,,,,,"100.0"
62219,"805",4.482,,27.6395745061,,,,,"100.0"
62220,"805",4.482,,27.6395745061,,,,,"54.0"
62221,"805",4.482,,,,,,,
62222,"805",4.482,,,,,,,
62223,"805",4.482,,,,,,,
62224,"805",4.482,,,"3708",,,354.41492,
62225,"805",4.482,,,"14254",,,354.41492,
62226,"805",4.482,,,"62749",,,368.22983,
62227,"805",4.482,,,,,,,
62228,"805",4.482,,,"48136",,,364.72949,
62229,"805",4.482,,,"48136",,,407.38953,
62230,"805",4.482,,,,,67.5,,
62231,"805",4.482,,,"66506",,67.5,397.51566,
62232,"805",4.482,,,,,67.5,,
62233,"805",4.482,,,,,67.5,,
62234,"805",4.482,,,,,67.5,,
62235,"805",4.482,,,,,67.5,,
62236,"805",4.482,,,,,67.5,,
62237,"805",4.482,,,,,67.5,,
62238,"805",4.482,,,,,67.5,,
62239,"805",4.482,,,,,67.5,,
62240,"805",4.482,,,,,67.5,,
62241,"805",4.482,,,,,67.5,,
62242,"805",4.482,,,,,67.5,,
62243,"805",4.482,,,,,67.5,,
62244,"805",4.482,,,,,67.5,,
62245,"805",4.482,,,,,67.5,,
62246,"805",4.482,,,,,67.5,,
62247,"805",4.482,,,,,67.5,,
62248,"805",4.482,,,,,67.5,,
62249,"805",4.482,,,"2816",,67.5,312.00406,
62250,"805",4.482,,,"2816",,67.5,312.00406,
62251,"805",4.482,,,"2816",,67.5,312.00406,
62252,"805",4.482,,,"2816",,67.5,312.00406,
62253,"805",4.482,,,,,67.5,,
62254,"805",4.482,,,,,67.5,,
62255,"805",4.482,,,,,67.5,,
62256,"805",4.482,,,,,67.5,,
62257,"805",4.482,,,,,67.5,,
62258,"805",4.482,,,,,67.5,,
62259,"805",4.482,,,,,67.5,,
62260,"805",4.482,,,,,75,,
62261,"805",4.482,,,,,75,,
62262,"805",4.482,,,,,75,,
62263,"805",4.482,,,,,75,,
62264,"805",4.482,,,,,75,,
62265,"805",4.482,,,,,75,,
62266,"805",4.482,,,"11277",,75,398.23196,
62267,"805",4.482,,,"11277",,75,398.23196,
62268,"805",4.482,,,,,75,,
62269,"805",4.482,,,"109294",,75,479.94998,
62270,"805",4.482,,,"109294",,75,479.94998,
62271,"805",4.482,,,"109294",,75,479.94998,
62272,"805",4.482,,,"109294",,75,479.94998,
62273,"805",4.482,,,"118916",,75,473.72736,
62274,"805",4.482,,13.784470633,,,75,,"49.0"
62275,"805",4.482,,13.784470633,"6316",,75,332.19293,"2.0"
62276,"805",4.482,,,"6316",,75,332.19293,
62277,"805",4.482,,,"6316",,75,403.13678,
62278,"805",4.482,,,"51",,,327.95557,
62279,"805",4.482,,,"51",,,327.95557,
62280,"805",4.482,,,,,,,
62281,"805",4.482,,,,,67.5,,
62282,"805",4.482,,,"715",,67.5,401.69965,
62283,"805",4.482,,,,,67.5,,
62284,"805",4.482,,,,,67.5,,
62285,"805",4.482,,,,,67.5,,
62286,"805",4.482,,,,,67.5,,
62287,"805",4.482,,,,,67.5,,
62288,"805",4.482,,,,,67.5,,
62289,"805",4.482,,,,,67.5,,
62290,"805",4.482,,,,,,,
62291,"805",4.482,,,,,,,
62292,"805",4.482,,,,,,,
62293,"805",4.482,,,,,,,
62294,"805",4.482,,,,,,,
62295,"805",4.482,,,,,,,
62296,"805",4.482,,,,,,,
62297,"805",4.482,,,,,,,
62298,"805",4.482,,,,,,,
62299,"805",4.482,,,,,,,
62300,"805",4.482,,,,,,,
62301,"805",4.482,,,,,,,
62302,"805",4.482,,,,,,,
62303,"805",4.482,,,,,,,
62304,"805",4.482,,,,,,,
62305,"805",4.482,,,,,,,
62306,"805",4.482,,,,,,,
62307,"805",4.482,,11.5156126722,,,,,"0.0"
62308,"805",4.482,,11.5156126722,,,,,"81.0"
62309,"805",4.482,,11.5156126722,,,,,"100.0"
62310,"805",4.482,,11.5156126722,,,,,"96.0"
62311,"805",4.482,,11.5156126722,,,,,"59.0"
62312,"805",4.482,,11.5156126722,,,,,"14.0"
62313,"805",4.482,,,,,,,
62314,"805",4.482,,,,,,,
62315,"805",4.482,,,,,,,
62316,"805",4.482,,,,,,,
62317,,4.482,,,,,,,
62318,,4.482,,,,,,,
62319,,4.482,,,,,,,
62320,,4.482,,,,,,,
62321,,4.482,,,,,,,
62322,,4.482,,,,,,,
62323,,4.482,,,,,,,
62324,,4.482,,,,,,,
62325,,4.482,,,,,,,
62326,,4.482,,,,,,,
62327,,4.482,,,,,,,
62328,,4.482,,,,,,,
62329,,4.482,,,,,,,
62330,,4.482,,,,,,,
62331,,4.482,,,,,,,
62332,,4.482,,,,,,,
62333,,4.482,,,,,,,
62334,,4.482,,,,,,,
62335,,4.482,,,,,,,
62336,,4.482,,,,,,,
62337,,4.482,,,,,,,
62338,,4.482,,,,,,,
62339,,4.482,,,,,,,
62340,,4.482,,,,,,,
62341,,4.482,,,,,,,
62342,,4.482,,,,,,,
62343,,4.482,,,,,,,
62344,,4.482,,,,,,,
62345,,4.482,,,,,,,
62346,,4.482,,,,,,,
62347,,4.482,,,,,,,
62348,,4.482,,,,,,,
62349,,4.482,,,,,,,
62350,,4.482,,,,,,,
62351,,4.482,,,,,,,
62352,,4.482,,,,,,,
62353,,4.482,,,,,,,
62354,,4.482,,,,,,,
62355,,4.482,,,,,,,
62356,,4.482,,,,,,,
62357,,4.482,,,,,,,
62358,,4.482,,,,,,,
62359,,4.482,,,,,,,
62360,,4.482,,,,,,,
62361,,4.482,,,,,,,
62362,,4.482,,,,,,,
62363,,4.482,,,,,,,
62364,,4.482,,,,,,,
62365,,4.482,,,,,,,
62366,,4.482,,,,,,,
62367,,4.482,,,,,,,
62368,"805",4.482,,,,,,,
62369,"805",4.482,,,,,,,
62370,"805",4.482,,,,,,,
62371,"805",4.482,,,,,,,
62372,"805",4.482,,,,,,,
62373,"805",4.482,,,,,,,
62374,"805",4.482,,,,,,,
62375,"805",4.482,,0.17593679861,,,,,"64.0"
62376,"805",4.482,,0.17593679861,,,,,"100.0"
62377,"805",4.482,,0.17593679861,,,,,"65.0"
62378,"805",4.482,,,,,,,
62379,"805",4.482,,,,,,,
62380,"805",4.482,,,,,,,
62381,"805",4.482,,15.1253478011,,,,,"92.0"
62382,"805",4.482,,15.1253478011,,,,,"90.0"
62383,"805",4.482,,15.1253478011,,,,,"4.0"
62384,"805",4.482,,15.1253478011,,,,,"100.0"
62385,"805",4.482,,15.1253478011,"5467",,,358.08228,"21.0"
62386,"805",4.482,,,,,,,
62387,"805",4.482,,7.00649994239,,,,,"0.0"
62388,"805",4.482,,5.85388323703,,,,,"1.0"
62389,"805",4.482,,5.85388323703,"12559",,,378.49997,"53.0"
62390,"805",4.482,,5.85388323703,"12559",,,378.49997,"4.0"
62391,"805",4.482,,5.53631904352,"12559",,,378.49997,"3.0"
62392,"805",4.482,,5.53631904352,"3095",,,341.49399,"46.0"
62393,"805",4.482,,5.53631904352,"3095",,,341.49399,"1.0"
62394,"805",4.482,,5.67610265433,,,,,"34.0"
62395,"805",4.482,,5.67610265433,,,,,"34.0"
62396,"805",4.482,,,,,,,
62397,"805",4.482,,7.07313492334,,,,,"1.0"
62398,"805",4.482,,7.07313492334,,,,,"81.0"
62399,"805",4.482,,7.07313492334,,,,,"75.0"
62400,"805",4.482,,7.07313492334,"2669",,,378.82397,"13.0"
62401,,2.967,,,,,,,
62402,,1.817,,,,,,,
62403,,1.817,,,,,,,
62404,,1.817,,,,,,,
62405,,1.817,,,,,57.5,,
62406,"590",1.817,,,,,57.5,,
62407,"590",1.817,9,,,,,,
62408,"590",1.817,47,,,,,,
62409,"590",1.817,87,,,,,,
62410,"590",1.817,100,,,,,,
62411,"590",1.817,100,,,,,,
62412,"590",1.817,100,,,,,,
62413,"590",1.817,100,,,,,,
62414,"590",1.817,100,,,,,,
62415,"590",1.817,71,,,,,,
62416,"590",1.817,23,,,,,,
62417,"590",1.817,12,,,,,,
62418,"590",1.817,,,,,,,
62419,,1.817,,,,,,,
62420,,2.967,,,,,,,
62421,,2.967,,,,,67.5,,
62422,"1",2.967,,,,,67.5,,
62423,"1",2.967,,,,,67.5,,
62424,"1",2.967,,,"128233",,,544.67584,
62425,"1",2.967,,,"47165",,,607.93378,
62426,"1",2.967,,,"47165",,67.5,607.93378,
62427,"1",2.967,,,,,67.5,,
62428,"1",2.967,,,,,67.5,,
62429,"1",2.967,,,,,67.5,,
62430,"1",2.967,,,,,62.5,,
62431,"1",2.967,,,,,62.5,,
62432,"1",2.967,,,,,62.5,,
62433,"1",2.967,,,,,62.5,,
62434,"1",2.967,,,,,62.5,,
62435,"1",2.967,,,,,62.5,,
62436,"1",2.967,,,,,62.5,,
62437,"1",2.967,,,,,62.5,,
62438,"1",2.967,,,,,,,
62439,"1",2.967,,,,,,,
62440,"1",2.967,,,,,,,
62441,"1",2.967,,,,,,,
62442,"1",2.967,,,,,,,
62443,"1",2.967,,,,,,,
62444,"1",2.967,,,,,,,
62445,"1",2.967,,,,,,,
62446,"1",2.967,,,,,,,
62447,"1",2.967,,,,,,,
62448,,2.967,,,,,,,
62449,,2.967,,,,,,,
62450,,2.967,,,,,,,
62451,,2.967,,,,,,,
62452,,2.967,,,,,,,
62453,,2.967,,,,,,,
62454,,2.967,,,,,,,
62455,,2.967,,,,,,,
62456,,2.967,,,,,,,
62457,,2.967,,,,,,,
62458,,2.967,,,,,,,
62459,,2.967,,,,,,,
62460,,2.967,,,,,,,
62461,,2.967,,,,,,,
62462,,2.967,,,,,,,
62463,,4.482,,,,,,,
62464,,4.482,,,,,,,
62465,,4.482,,,,,,,
62466,,4.482,,,,,,,
62467,,4.482,,,,,,,
62468,,4.482,,,,,,,
62469,,4.482,,,,,,,
62470,,4.482,,,,,,,
62471,,4.482,,,,,,,
62472,,4.482,,,,,,,
62473,,4.482,,,,,,,
62474,,4.482,,,,,,,
62475,,4.482,,,,,,,
62476,,4.482,,,,,,,
62477,,4.482,,,,,,,
62478,,4.482,,,,,,,
62479,,4.482,,,,,,,
62480,,4.482,,,,,,,
62481,,4.482,,,,,,,
62482,,4.482,,,,,,,
62483,,4.482,,,,,,,
62484,"805",4.482,,,,,,,
62485,"805",4.482,,,,,,,
62486,"805",4.482,,,,,,,
62487,"805",4.482,,,,,,,
62488,"805",4.482,,,,,,,
62489,"805",4.482,,27.6395745061,,,,,"60.0"
62490,"805",4.482,,27.6395745061,,,,,"100.0"
62491,"805",4.482,,27.6395745061,,,,,"100.0"
62492,"805",4.482,,27.6395745061,,,,,"100.0"
62493,"805",4.482,,27.6395745061,,,,,"100.0"
62494,"805",4.482,,27.6395745061,,,,,"100.0"
62495,"805",4.482,,27.6395745061,,,,,"100.0"
62496,"805",4.482,,27.6395745061,,,,,"100.0"
62497,"805",4.482,,27.6395745061,,,,,"100.0"
62498,"805",4.482,,27.6395745061,,,,,"100.0"
62499,"805",4.482,,27.6395745061,,,,,"100.0"
62500,"805",4.482,,27.6395745061,,,,,"100.0"
62501,"805",4.482,,27.6395745061,,,,,"100.0"
62502,"805",4.482,,27.6395745061,,,,,"100.0"
62503,"805",4.482,,27.6395745061,,,,,"100.0"
62504,"805",4.482,,27.6395745061,,,,,"100.0"
62505,"805",4.482,,27.6395745061,,,,,"100.0"
62506,"805",4.482,,27.6395745061,,,,,"100.0"
62507,"805",4.482,,27.6395745061,,,,,"100.0"
62508,"805",4.482,,27.6395745061,,,,,"100.0"
62509,"805",4.482,,27.6395745061,,,,,"100.0"
62510,"805",4.482,,27.6395745061,,,,,"100.0"
62511,"805",4.482,,27.6395745061,,,,,"100.0"
62512,"805",4.482,,27.6395745061,,,,,"100.0"
62513,"805",4.482,,27.6395745061,,,,,"89.0"
62514,"805",4.482,,27.6395745061,,,,,"42.0"
62515,"805",4.482,,27.6395745061,,,,,"37.0"
62516,"805",4.482,,27.6395745061,,,,,"80.0"
62517,"805",4.482,,27.6395745061,,,,,"100.0"
62518,"805",4.482,,27.6395745061,,,,,"100.0"
62519,"805",4.482,,27.6395745061,,,57.5,,"100.0"
62520,"805",4.482,,27.6395745061,,,57.5,,"93.0"
62521,"805",4.482,,27.6395745061,,,,,"42.0"
62522,"805",4.482,,27.6395745061,,,,,"73.0"
62523,"805",4.482,,27.6395745061,,,,,"4.0"
62524,"805",4.482,,,,,,,
62525,"805",4.482,,,,,,,
62526,"805",4.482,,,"62749",,,368.22983,
62527,"805",4.482,,,"62749",,,368.22983,
62528,"805",4.482,,,"18420",,,364.72949,
62529,"805",4.482,,,"18420",,,335.59192,
62530,"805",4.482,,,"18420",,,335.59192,
62531,"805",4.482,,,"18420",,67.5,397.51566,
62532,"805",4.482,,,"83234",,67.5,397.51566,
62533,"805",4.482,,,"83234",,67.5,377.29666,
62534,"805",4.482,,,"83234",,67.5,377.29666,
62535,"805",4.482,,,"83234",,67.5,377.29666,
62536,"805",4.482,,,"83234",,67.5,377.29666,
62537,"805",4.482,,,"83234",,67.5,377.29666,
62538,"805",4.482,,,"83234",,67.5,377.29666,
62539,"805",4.482,,,"83234",,67.5,377.29666,
62540,"805",4.482,,,"83234",,67.5,377.29666,
62541,"805",4.482,,,"83234",,67.5,377.29666,
62542,"805",4.482,,,"83234",,67.5,377.29666,
62543,"805",4.482,,,"82215",,67.5,364.92191,
62544,"805",4.482,,,"82215",,67.5,364.92191,
62545,"805",4.482,,,"82215",,67.5,364.92191,
62546,"805",4.482,,,"82215",,67.5,364.92191,
62547,"805",4.482,,,"82215",,67.5,364.92191,
62548,"805",4.482,,,"82215",,67.5,364.92191,
62549,"805",4.482,,,"82215",,67.5,364.92191,
62550,"805",4.482,,,,,67.5,,
62551,"805",4.482,,,,,67.5,,
62552,"805",4.482,,,"2757",,67.5,332.99799,
62553,"805",4.482,,,"7868",,67.5,332.99799,
62554,"805",4.482,,,"7868",,67.5,332.26807,
62555,"805",4.482,,,"7868",,67.5,332.26807,
62556,"805",4.482,,,"7868",,67.5,332.26807,
62557,"805",4.482,,,"7868",,67.5,332.26807,
62558,"805",4.482,,,,,67.5,,
62559,"805",4.482,,,,,67.5,,
62560,"805",4.482,,,,,67.5,,
62561,"805",4.482,,,,,67.5,,
62562,"805",4.482,,,,,67.5,,
62563,"805",4.482,,,,,,,
62564,"805",4.482,,,,,75,,
62565,"805",4.482,,,,,75,,
62566,"805",4.482,,,,,75,,
62567,"805",4.482,,,"8574",,75,398.23196,
62568,"805",4.482,,,,,75,,
62569,"805",4.482,,,,,75,,
62570,"805",4.482,,,"8907",,75,385.82751,
62571,"805",4.482,,,"8907",,75,385.82751,
62572,"805",4.482,,,"8907",,75,385.82751,
62573,"805",4.482,,,"118916",,75,473.72736,
62574,"805",4.482,,,"118916",,75,473.72736,
62575,"805",4.482,,,"118916",,75,473.72736,
62576,"805",4.482,,,"118916",,75,473.72736,
62577,"805",4.482,,,"8169",,75,403.13678,
62578,"805",4.482,,,"8169",,75,403.13678,
62579,"805",4.482,,,,,75,,
62580,"805",4.482,,,,,75,,
62581,"805",4.482,,,,,,,
62582,"805",4.482,,,"715",,67.5,401.69965,
62583,"805",4.482,,,"2610",,67.5,401.69965,
62584,"805",4.482,,,,,67.5,,
62585,"805",4.482,,,,,67.5,,
62586,"805",4.482,,,,,67.5,,
62587,"805",4.482,,,,,67.5,,
62588,"805",4.482,,,,,67.5,,
62589,"805",4.482,,,,,67.5,,
62590,"805",4.482,,,,,67.5,,
62591,"805",4.482,,,,,,,
62592,"805",4.482,,,,,,,
62593,"805",4.482,,,,,,,
62594,"805",4.482,,,,,,,
62595,"805",4.482,,,,,,,
62596,"805",4.482,,,,,,,
62597,"805",4.482,,,,,,,
62598,"805",4.482,,,,,,,
62599,"805",4.482,,,,,,,
62600,"805",4.482,,,,,,,
62601,"805",4.482,,,,,,,
62602,"805",4.482,,,,,,,
62603,"805",4.482,,,,,,,
62604,"805",4.482,,,,,,,
62605,"805",4.482,,,,,,,
62606,"805",4.482,,,,,,,
62607,"805",4.482,,11.5156126722,,,,,"25.0"
62608,"805",4.482,,11.5156126722,,,,,"100.0"
62609,"805",4.482,,11.5156126722,,,,,"100.0"
62610,"805",4.482,,11.5156126722,,,,,"100.0"
62611,"805",4.482,,11.5156126722,,,,,"100.0"
62612,"805",4.482,,11.5156126722,,,,,"99.0"
62613,"805",4.482,,11.5156126722,,,,,"67.0"
62614,"805",4.482,,11.5156126722,,,,,"21.0"
62615,"805",4.482,,,,,,,
62616,"805",4.482,,,,,,,
62617,"805",4.482,,,,,,,
62618,,4.482,,,,,,,
62619,,4.482,,,,,,,
62620,,4.482,,,,,,,
62621,,4.482,,,,,,,
62622,,4.482,,,,,,,
62623,,4.482,,,,,,,
62624,,4.482,,,,,,,
62625,,4.482,,,,,,,
62626,,4.482,,,,,,,
62627,,4.482,,,,,,,
62628,,4.482,,,,,,,
62629,,4.482,,,,,,,
62630,,4.482,,,,,,,
62631,,4.482,,,,,,,
62632,,4.482,,,,,,,
62633,,4.482,,,,,,,
62634,,4.482,,,,,,,
62635,,4.482,,,,,,,
62636,,4.482,,,,,,,
62637,,4.482,,,,,,,
62638,,4.482,,,,,,,
62639,,4.482,,,,,,,
62640,,4.482,,,,,,,
62641,,4.482,,,,,,,
62642,,4.482,,,,,,,
62643,,4.482,,,,,,,
62644,,4.482,,,,,,,
62645,,4.482,,,,,,,
62646,,4.482,,,,,,,
62647,,4.482,,,,,,,
62648,,4.482,,,,,,,
62649,,4.482,,,,,,,
62650,,4.482,,,,,,,
62651,,4.482,,,,,,,
62652,,4.482,,,,,,,
62653,,4.482,,,,,,,
62654,,4.482,,,,,,,
62655,,4.482,,,,,,,
62656,,4.482,,,,,,,
62657,,4.482,,,,,,,
62658,,4.482,,,,,,,
62659,,4.482,,,,,,,
62660,,4.482,,,,,,,
62661,,4.482,,,,,,,
62662,,4.482,,,,,,,
62663,,4.482,,,,,,,
62664,,4.482,,,,,,,
62665,,4.482,,,,,,,
62666,,4.482,,,,,,,
62667,"805",4.482,,,,,,,
62668,"805",4.482,,,,,,,
62669,"805",4.482,,,,,,,
62670,"805",4.482,,,,,,,
62671,"805",4.482,,,,,,,
62672,"805",4.482,,,,,,,
62673,"805",4.482,,,,,,,
62674,"805",4.482,,,,,,,
62675,"805",4.482,,0.17593679861,,,,,"57.0"
62676,"805",4.482,,0.17593679861,,,,,"100.0"
62677,"805",4.482,,0.17593679861,,,,,"73.0"
62678,"805",4.482,,,,,,,
62679,"805",4.482,,,,,,,
62680,"805",4.482,,,,,,,
62681,"805",4.482,,15.1253478011,,,,,"85.0"
62682,"805",4.482,,15.1253478011,,,,,"97.0"
62683,"805",4.482,,15.1253478011,,,,,"8.0"
62684,"805",4.482,,15.1253478011,,,,,"100.0"
62685,"805",4.482,,15.1253478011,"5467",,,358.08228,"28.0"
62686,"805",4.482,,7.00649994239,,,,,"17.0"
62687,"805",4.482,,7.00649994239,,,,,"78.0"
62688,"805",4.482,,7.00649994239,"13112",,,373.48099,"4.0"
62689,"805",4.482,,,"12559",,,378.49997,
62690,"805",4.482,,5.53631904352,,,,,"4.0"
62691,"805",4.482,,5.53631904352,,,,,"79.0"
62692,"805",4.482,,5.53631904352,,,,,"55.0"
62693,"805",4.482,,5.9479248882,"3095",,,341.49399,"7.0"
62694,"805",4.482,,5.67610265433,"3095",,,341.49399,"9.0"
62695,"805",4.482,,5.67610265433,,,,,"85.0"
62696,"805",4.482,,5.67610265433,,,,,"22.0"
62697,"805",4.482,,7.07313492334,,,,,"1.0"
62698,"805",4.482,,7.07313492334,,,,,"28.0"
62699,"805",4.482,,7.07313492334,,,,,"69.0"
62700,"805",4.482,,7.07313492334,,,,,"92.0"
62701,,1.817,,,,,,,
62702,,1.817,,,,,57.5,,
62703,"590",1.817,,,,,57.5,,
62704,"590",1.817,1,,,,57.5,,
62705,"590",1.817,27,,,,57.5,,
62706,"590",1.817,67,,,,57.5,,
62707,"590",1.817,98,,,,,,
62708,"590",1.817,100,,,,,,
62709,"590",1.817,100,,,,,,
62710,"590",1.817,100,,,,,,
62711,"590",1.817,100,,,,,,
62712,"590",1.817,99,,,,,,
62713,"590",1.817,66,,,,,,
62714,"590",1.817,20,,,,,,
62715,"590",1.817,33,,,,,,
62716,"590",1.817,80,,,,,,
62717,"590",1.817,46,,,,,,
62718,"590",1.817,,,,,,,
62719,,1.817,,,,,,,
62720,,2.967,,,,,,,
62721,,2.967,,,,,,,
62722,"1",2.967,,,,,67.5,,
62723,"1",2.967,,,,,67.5,,
62724,"1",2.967,,,"128233",,,544.67584,
62725,"1",2.967,,,,,,,
62726,"1",2.967,,,"47165",,67.5,607.93378,
62727,"1",2.967,,,,,67.5,,
62728,"1",2.967,,,,,67.5,,
62729,"1",2.967,,,,,67.5,,
62730,"1",2.967,,,,,62.5,,
62731,"1",2.967,,,,,62.5,,
62732,"1",2.967,,,,,62.5,,
62733,"1",2.967,,,,,62.5,,
62734,"1",2.967,,,,,62.5,,
62735,"1",2.967,,,,,62.5,,
62736,"1",2.967,,,,,62.5,,
62737,"1",2.967,,,,,62.5,,
62738,"1",2.967,,,,,,,
62739,"1",2.967,,,,,,,
62740,"1",2.967,,,,,,,
62741,"1",2.967,,,,,,,
62742,"1",2.967,,,,,,,
62743,"1",2.967,,,,,,,
62744,"1",2.967,,,,,,,
62745,"1",2.967,,,,,,,
62746,"1",2.967,,,,,,,
62747,"1",2.967,,,,,,,
62748,,2.967,,,,,,,
62749,,2.967,,,,,,,
62750,,2.967,,,,,,,
62751,,2.967,,,,,,,
62752,,2.967,,,,,,,
62753,,2.967,,,,,,,
62754,,2.967,,,,,,,
62755,,2.967,,,,,,,
62756,,2.967,,,,,,,
62757,,2.967,,,,,,,
62758,,2.967,,,,,,,
62759,,2.967,,,,,,,
62760,,2.967,,,,,,,
62761,,2.967,,,,,,,
62762,,2.967,,,,,,,
62763,,4.482,,,,,,,
62764,,4.482,,,,,,,
62765,,4.482,,,,,,,
62766,,4.482,,,,,,,
62767,,4.482,,,,,,,
62768,,4.482,,,,,,,
62769,,4.482,,,,,,,
62770,,4.482,,,,,,,
62771,,4.482,,,,,,,
62772,,4.482,,,,,,,
62773,,4.482,,,,,,,
62774,,4.482,,,,,,,
62775,,4.482,,,,,,,
62776,,4.482,,,,,,,
62777,,4.482,,,,,,,
62778,,4.482,,,,,,,
62779,,4.482,,,,,,,
62780,,4.482,,,,,,,
62781,,4.482,,,,,,,
62782,,4.482,,,,,,,
62783,,4.482,,,,,,,
62784,"805",4.482,,,,,,,
62785,"805",4.482,,,,,,,
62786,"805",4.482,,,,,,,
62787,"805",4.482,,,,,,,
62788,"805",4.482,,,,,,,
62789,"805",4.482,,27.6395745061,,,,,"23.0"
62790,"805",4.482,,27.6395745061,,,,,"100.0"
62791,"805",4.482,,27.6395745061,,,,,"100.0"
62792,"805",4.482,,27.6395745061,,,,,"100.0"
62793,"805",4.482,,27.6395745061,,,,,"100.0"
62794,"805",4.482,,27.6395745061,,,,,"100.0"
62795,"805",4.482,,27.6395745061,,,,,"100.0"
62796,"805",4.482,,27.6395745061,,,,,"100.0"
62797,"805",4.482,,27.6395745061,,,,,"100.0"
62798,"805",4.482,,27.6395745061,,,,,"100.0"
62799,"805",4.482,,27.6395745061,,,,,"100.0"
62800,"805",4.482,,27.6395745061,,,,,"100.0"
62801,"805",4.482,,27.6395745061,,,,,"100.0"
62802,"805",4.482,,27.6395745061,,,,,"100.0"
62803,"805",4.482,,27.6395745061,,,,,"100.0"
62804,"805",4.482,,27.6395745061,,,,,"100.0"
62805,"805",4.482,,27.6395745061,,,,,"100.0"
62806,"805",4.482,,27.6395745061,,,,,"100.0"
