code,name,half_densi,air pollution_CO2_all_2019_s,air pollution_NOX_all_2019_s,air pollution_PM25_all_2019_s,BuildingHeights_LSOA_MEAN_mean_mean,GreenSpace_LSOA_Area,flow LSOA_None,HousingDensity_LSOA_Density,population density LSOA_density,restaurants_restaurants,supermarkets_supermarkets,culture LSOA sum_sum,noise LSOA_None
E01000200,Barnet 028B,963,27514.14913,33.593517,3.167233,6.855515,838.93,16475.625,0.004778934,66.4,0,0,0,72.5
E01000201,Barnet 028C,761,49600.14022,71.394218,6.989416,6.456676,,31105.65,0.003351555,38.9,0,0,0,80
E01000202,Barnet 028D,892,48958.90476,57.742807,5.887374,6.641659,,18049.33333,0.003359815,77.5,1,0,0,67.5
E01000203,Barnet 028E,899,59971.39591,88.466078,8.232915,6.730849,,34307.46875,0.004007716,56.3,0,0,0,80
E01000204,Barnet 025C,830,36465.03136,40.31229,4.435385,6.538865,27092.48,15560.90909,0.004210714,54.6,3,0,0,67.5
E01000205,Barnet 035A,794,32225.31555,42.095329,4.357073,6.126908,553.46,36434.2,0,40,0,0,0,80
E01000206,Barnet 033B,776,59822.48843,74.526832,7.621282,6.203436,193234.08,9331.756757,0.00147046,11.9,0,0,0,80
E01000207,Barnet 033C,779,69307.25694,83.299904,9.320055,6.737815,3863.45,15291.2,0.002502019,45.6,3,1,1,80
E01000208,Barnet 033D,780,52007.66526,61.163585,6.712282,6.489715,1337.02,26134.33333,0.00356303,39.2,0,0,0,80
E01000209,Barnet 035B,754,57684.60212,77.19598,7.976099,6.240921,3946.63,,0.003076589,38.9,0,0,0,62.5
E01000210,Barnet 033E,774,48180.60443,62.35512,6.447929,6.514173,2804,24247.46429,0.004713202,31.2,1,0,0,80
E01000211,Barnet 035C,1116,71597.23849,97.253485,9.712129,6.733421,1273.3,24701.07692,0.002875214,73.5,14,2,0,80
E01000212,Barnet 035D,720,48173.1596,51.004039,6.170226,6.373461,45.41,5524.322581,0.002641044,41.1,0,0,0,67.5
E01000213,Barnet 033F,681,29988.63226,33.730915,3.651689,6.812078,1334.78,3331.5,0.001377679,33.9,0,0,0,62.5
E01000214,Barnet 038E,861,27101.18792,28.32874,3.478114,6.90169,,7070.2,0.00194114,50.2,0,0,0,67.5
E01000215,Barnet 037B,1099,25518.79813,31.771515,3.452666,6.524967,583.76,19265.08333,0.00220172,92.9,3,0,0,80
E01000216,Barnet 035E,1035,68307.94611,73.460482,8.956121,6.502768,4052.52,13049.875,0.004128107,100.9,0,0,0,67.5
E01000217,Barnet 035F,915,31433.82198,42.484606,4.225013,6.439,1478.59,2479,0.003836769,80.4,0,0,0,62.5
E01000218,Barnet 037C,967,44314.4917,51.306493,5.994817,6.76537,,8134.75,0.003713795,119.8,5,0,0,72.5
E01000219,Barnet 037D,978,80543.43884,115.098878,13.749504,5.856258,5899.15,36766.64,0.00436336,99.6,0,0,0,80
E01000220,Barnet 037E,1018,41206.75819,45.131742,5.478007,6.606379,,8831.285714,0.004378139,122,0,0,0,72.5
E01000221,Barnet 039B,675,55989.28542,102.490423,11.808386,6.307679,568.49,28567.65254,0.00320317,30.7,0,1,0,80
E01000222,Barnet 040C,861,59100.13246,89.555898,11.862254,6.020713,679.05,16420.45,0.003644603,38,0,0,0,80
E01000223,Barnet 039C,684,45475.30975,85.181973,10.392513,6.172542,2707.42,26203.08333,0.001836292,23.6,0,0,0,80
E01000224,Barnet 040D,841,27679.1395,45.638014,4.686554,6.119979,169966.15,1709.4,0.003208625,97.1,1,0,0,
E01000225,Barnet 037F,946,46685.55129,65.463576,6.204788,5.86574,2140.63,33539.0625,0.003770804,57.2,0,0,0,80
E01000226,Barnet 018D,898,22595.76748,25.550646,3.326259,6.385884,,12854.08,0.003402047,,0,0,0,67.5
E01000227,Barnet 018E,965,61046.01104,80.388314,8.437891,6.420966,20942.53,15628.57143,0.002748396,,0,0,0,67.5
E01000228,Barnet 007A,779,55478.18042,119.619598,8.00382,5.413198,21366.48,33409,0.000382611,,1,0,0,80
E01000229,Barnet 013B,879,62967.12619,95.362206,8.149566,5.927598,3416.78,43159,0.00210085,,0,0,0,80
E01000230,Barnet 013C,936,62967.12619,95.362206,8.149566,5.795858,12982.49,24251.66667,0.00307956,,0,0,0,80
E01000231,Barnet 013D,971,62995.12522,113.681283,9.306254,6.216321,3416.78,45658.48387,0.002340742,,1,0,0,80
E01000232,Barnet 013E,971,21749.71277,36.045907,3.156395,6.138936,,33010.71875,0.002289461,,0,0,0,80
E01000233,Barnet 013F,919,34357.09377,48.469935,5.113024,6.177547,4178.52,15447.61538,0.002760569,,7,1,0,67.5
E01000234,Barnet 021D,894,75481.93192,127.424102,11.339841,6.013117,30270.73,9018.916667,0.002355038,,4,0,0,72.5
E01000235,Barnet 021E,897,34990.40788,57.605644,5.123909,6.081899,28038.19,5567,0.002105525,,6,0,0,72.5
E01000236,Barnet 034A,955,76533.968,101.251945,10.345776,6.814338,5675.68,20199.41176,0.002662128,81.1,0,0,0,80
E01000237,Barnet 032A,1090,84639.49716,137.66523,11.652826,6.212735,1372.04,24513.25714,0.004283804,62.8,7,0,0,72.5
E01000238,Barnet 034B,1013,43625.6048,64.010262,6.383428,6.033951,5675.68,29691.83333,0.00193783,92.9,0,0,0,80
E01000239,Barnet 031A,1050,40251.70669,84.132835,5.982973,6.727207,10771.4,29263.89796,0.002459588,45.9,4,0,0,72.5
E01000240,Barnet 031B,891,48230.88765,95.83814,7.30463,6.189104,3652.9,37482.21212,0.002079778,37.9,0,0,0,80
E01000241,Barnet 031C,905,67582.00578,119.981589,10.419126,6.615536,10242.41,35171,0.002971941,51.3,0,0,0,72.5
E01000242,Barnet 032B,847,27330.2991,35.848755,4.436153,6.160963,,23506.4,0.002971941,59.9,0,0,0,72.5
E01000243,Barnet 032C,964,19351.11813,24.14345,3.114496,6.505333,,14728.38095,0.00304797,102.6,9,1,0,72.5
E01000244,Barnet 032D,928,40612.49196,67.424437,6.443225,6.153481,10242.41,14621.38462,0.002935154,76.2,5,1,1,72.5
E01000245,Barnet 032E,1074,37102.5335,49.422925,5.15708,7.252352,273.5,12827.875,0.005687368,109.4,10,1,0,67.5
E01000246,Barnet 002B,769,46805.25635,64.195149,8.840347,5.237823,621.34,7335.111111,0.00056198,,0,0,0,80
E01000247,Barnet 002C,864,19152.77314,25.379787,2.848168,6.227402,1910.61,3577.571429,0.00329805,,1,0,0,
E01000248,Barnet 001A,859,22229.71478,28.151017,4.349811,5.904189,2911.33,10886.66667,0.002986531,,8,1,1,72.5
E01000249,Barnet 001B,770,29242.10644,38.23486,5.615756,2.213087,13962.34,13686.14286,0.000835343,,0,0,0,72.5
E01000250,Barnet 001C,1325,28316.51154,33.835837,4.750483,5.724171,48.38,14041.44444,0.000934982,,11,3,1,80
E01000251,Barnet 002D,1017,42342.38062,58.067495,7.044954,6.355139,,7965.642857,0.004352212,,7,0,0,67.5
E01000252,Barnet 002E,845,20690.16103,24.839142,3.713764,6.396093,1593.78,11746.66667,0.004219836,,0,0,0,80
E01000255,Barnet 017A,726,28875.61339,37.561604,5.075172,5.7433,8679.89,3843.130435,0.000140029,13.9,1,0,0,
E01000256,Barnet 016A,931,48336.06614,87.344652,7.870087,5.966205,5415.47,20415.62963,0.002118544,31.8,0,0,0,67.5
E01000257,Barnet 017B,931,33101.15035,36.8812,4.19553,5.675171,14665.47,12303.05263,0.000780314,27.3,1,3,0,
E01000258,Barnet 016B,878,53281.04085,94.189854,8.680842,6.049641,2429.6,15248.36842,0.000992972,20.8,1,2,2,80
E01000259,Barnet 025D,1376,63664.08345,92.856896,9.125243,5.924443,19947.28,8651.884615,0.000691688,20.2,2,0,0,62.5
E01000260,Barnet 025E,1023,70026.22089,124.478659,10.46958,5.829009,98249.25,31390.67925,0.000852896,24.3,1,0,0,80
E01000261,Barnet 017C,804,34099.17177,57.572122,5.447442,5.443898,6653.31,6585.414634,0.000147738,,1,0,0,80
E01000262,Barnet 017D,1195,53640.21497,57.544156,6.948469,4.705541,3302.75,3603.588235,0.000754738,10.2,0,0,1,
E01000263,Barnet 016C,786,24541.12556,41.735246,3.889837,5.9225,885.98,19016.95,0.000926553,,0,0,0,80
E01000264,Barnet 016D,877,68673.86521,122.96277,10.213513,6.140041,2429.6,26918.44286,0.001289043,,19,3,2,80
E01000265,Barnet 011A,1002,19819.05936,26.199815,3.381032,6.358061,17165.48,11166.10526,0.002189554,,5,0,0,67.5
E01000266,Barnet 011B,763,52811.24123,64.237273,8.281576,5.929529,1502.45,7021.380952,0.002989713,,0,0,0,
E01000267,Barnet 005A,769,24994.02524,35.107661,3.907748,6.1756,,1838.375,0.003147303,,2,0,0,
E01000268,Barnet 005B,989,33765.95969,50.573075,6.206398,7.067562,6459.77,14510.43478,0.003772952,,10,2,1,80
E01000269,Barnet 005C,749,28965.65413,39.788815,5.037358,6.139699,16275.32,20750.4,0.003613155,,0,0,0,80
E01000270,Barnet 005D,765,33765.95969,50.573075,6.206398,6.272707,2481.58,2665.730769,0.003163223,,0,0,0,67.5
E01000271,Barnet 008A,789,41149.69218,56.784521,7.307617,6.291103,26997.01,18052.53846,0.002297981,,0,1,0,67.5
E01000272,Barnet 008B,644,46851.68058,64.52502,7.926659,6.122435,1942.99,2953.789474,0.002332579,,0,0,0,67.5
E01000273,Barnet 008C,764,38546.30975,53.298187,6.707972,6.462282,1085.48,10957.41667,0.001372785,,10,0,0,80
E01000274,Barnet 011C,969,34667.64254,47.529314,5.6564,6.27256,8367.21,7810.181818,0.002572221,,2,1,0,67.5
E01000275,Barnet 012A,867,33407.59024,37.539848,4.833939,6.461491,45877.62,5170,0.003049549,,0,0,0,
E01000276,Barnet 020A,757,27368.19461,27.594881,3.190337,6.496213,19314.31,4860,0.001216309,,0,0,0,
E01000277,Barnet 012B,900,27080.8541,25.851971,3.494491,6.846795,,,0.004567972,,0,0,0,
E01000278,Barnet 020B,783,37988.43166,39.205537,4.60069,6.668957,958.68,4271.875,0.002167827,55,0,0,0,
E01000279,Barnet 007C,735,56041.68077,72.581205,9.022719,5.069806,16054.46,15722.37931,0.003477002,,0,0,0,80
E01000280,Barnet 007D,689,54118.44535,74.049797,9.887421,5.888665,1206.28,15071.5,0.00297492,,1,0,0,80
E01000281,Barnet 008D,689,25636.84734,36.498582,4.83394,6.199738,409.96,16758.60714,0.002583958,,8,2,0,80
E01000282,Barnet 008E,858,37895.178,48.85109,6.39623,6.495467,45877.62,19291.7,0.001959237,,3,0,0,80
E01000283,Barnet 012C,706,19954.78093,18.036971,2.270257,6.157056,16054.46,5170,0.001850556,,0,0,0,
E01000284,Barnet 012D,863,48750.06722,53.375218,7.095802,6.425583,862.39,17400.8,0.002764241,,1,0,0,67.5
E01000285,Barnet 004A,711,23822.22552,22.731572,3.537425,5.749581,21026.96,2058.333333,0.003002124,,0,0,0,
E01000286,Barnet 007E,829,14513.06573,14.39419,2.472934,3.263979,2020.77,120,0.00462238,,0,0,0,
E01000287,Barnet 004B,826,16540.9028,14.229994,2.152718,5.880534,2023.94,982.9473684,0.003054261,,1,0,0,
E01000288,Barnet 004C,816,48989.63971,57.158101,8.268019,6.230419,673.39,14032,0.002139625,,0,0,0,80
E01000289,Barnet 004D,953,21422.89989,25.682104,3.939699,6.331108,55006.78,3337.5,0.003020074,,0,0,0,
E01000291,Barnet 004E,824,16540.9028,14.229994,2.152718,6.01981,15999.29,2242,0.003419829,,0,0,0,
E01000292,Barnet 001E,763,24257.55185,27.986821,4.029594,5.808306,2947.08,6427.684211,0.002911579,,2,1,0,72.5
E01000293,Barnet 001F,893,44947.71288,52.825963,7.743358,5.821443,,9470.625,0.003036313,,9,0,0,80
E01000294,Barnet 004F,841,38770.61758,42.381012,6.502529,5.679824,21026.96,14308,0.002789429,,2,0,0,72.5
E01000295,Barnet 023B,871,29375.17648,29.571811,4.009287,4.659836,,9506.2,0.004445829,83.9,1,0,0,67.5
E01000296,Barnet 023C,870,50369.98762,53.118767,6.33052,7.001145,,15497,0.002614691,76.9,9,1,0,67.5
E01000297,Barnet 027D,746,33631.24417,45.361199,4.275156,4.82588,10922.05,14299.45455,0.003737215,61.8,3,0,0,80
E01000298,Barnet 023D,933,39494.72277,45.329452,5.255748,3.7641,2534.03,16065.66667,0.00231405,68.1,17,0,0,67.5
E01000299,Barnet 019A,984,41195.883,43.602265,5.533287,6.458244,493.29,14290.77778,0.005757431,109.6,11,1,9,80
E01000300,Barnet 019B,821,55100.83926,56.408742,7.428422,6.537383,191.85,1984,0.005717848,94.1,0,0,0,
E01000301,Barnet 020C,758,25643.33338,22.823078,3.127762,6.355259,1631.44,2068.583333,0.004507049,53.6,3,0,0,67.5
E01000302,Barnet 019C,1026,55100.83926,56.408742,7.428422,6.133726,2534.03,11307.42105,0.006091251,81.3,1,1,0,72.5
E01000303,Barnet 020D,812,21298.25464,22.81742,2.785164,6.403589,1631.44,2790,0.002286282,72.4,0,0,0,
E01000304,Barnet 020E,813,50369.98762,53.118767,6.33052,6.767823,14665.47,11763,0.003051724,87.6,0,0,0,
E01000305,Barnet 036B,904,71586.48707,136.250967,11.42817,5.786596,2746.19,27612.22414,0.004000111,24.1,8,1,0,80
E01000306,Barnet 036C,843,39964.49552,74.580779,5.693666,6.09664,2575.17,18479.78571,0.003665855,115.7,0,0,0,72.5
E01000307,Barnet 039D,840,79881.50412,150.274774,14.232092,5.612229,373.9,34036.3,0.002992212,33,20,2,0,80
E01000308,Barnet 036D,886,57000.62361,98.768256,8.456868,7.080778,149.29,12570,0.003036276,,0,0,0,80
E01000309,Barnet 031D,952,47536.96365,88.242305,6.495746,6.427269,19548.34,25152.06061,0.003320393,62.8,0,0,0,72.5
E01000310,Barnet 034C,1043,64907.23621,116.911722,9.058549,5.989847,117524.87,30118.48529,0.003058533,66.6,13,0,0,80
E01000311,Barnet 034D,849,20859.14888,31.454227,2.559393,5.832794,3222.92,22456.66667,0.00402543,46.8,0,0,0,80
E01000312,Barnet 036E,937,12679.63649,18.288026,1.818054,6.372758,146907.48,21686,0.003120195,,1,0,0,80
E01000313,Barnet 036F,1050,35123.55004,58.289042,4.42392,6.395015,810.6,18805.44118,0.002359511,,5,0,1,80
E01000314,Barnet 032F,968,44027.0052,70.240793,5.209601,6.111318,,22825.58824,0.002931065,74.3,2,3,0,72.5
E01000315,Barnet 022F,900,36799.48298,55.016819,5.154499,5.724017,8192.11,23482.35294,0.003212259,33.9,0,0,0,80
E01000316,Barnet 027E,1249,24234.57519,33.507936,3.285258,6.058309,1899.08,27755.96875,0.003289366,56.9,8,1,1,80
E01000317,Barnet 019D,820,28019.98516,30.556771,3.933931,5.392147,,13536.81818,0.003896331,94.5,0,0,0,67.5
E01000318,Barnet 019E,934,29457.50588,33.585664,4.30066,5.916838,2409.83,19729,0.004327735,67.6,1,0,0,72.5
E01000319,Barnet 027F,784,53609.75167,63.079746,7.294545,6.577296,,20225.55556,0.003823111,94.3,0,0,0,80
E01000320,Barnet 011D,792,39901.77882,47.437668,6.407544,5.080168,3281.87,9619.75,0.004579361,,1,0,0,72.5
E01000321,Barnet 012E,879,28795.28629,35.338246,4.825545,6.685465,301198.61,18300.6,0.004435354,,4,0,0,67.5
E01000322,Barnet 011E,901,26448.96952,27.934792,3.843863,2.469798,36226.75,6434,0.003221717,,3,1,1,67.5
E01000323,Barnet 019F,1135,29457.50588,33.585664,4.30066,4.113353,2409.83,15382.54545,0.004139531,92.6,13,2,0,80
E01000324,Barnet 015F,937,51021.09936,63.020373,7.485213,6.026453,36226.75,14000.44444,0.002894052,65.8,1,0,0,72.5
E01000325,Bexley 014A,807,22723.02699,26.989007,4.577702,6.063766,244434.53,1428.933333,0.002843283,41.1,3,0,0,
E01000326,Bexley 014B,662,35190.14332,44.943453,6.809883,5.121509,47634.56,4218.3,0.004023005,47.4,3,0,0,80
E01000327,Bexley 017A,777,42657.17385,57.470311,8.128063,5.401692,1645.77,5620.708333,0.002333487,39.4,1,0,0,67.5
E01000328,Bexley 017B,761,35122.23504,54.757532,6.0592,5.344254,2295.8,2718,0.002870034,27.2,0,0,0,72.5
E01000329,Bexley 017C,670,47509.51261,81.844662,7.996937,5.987906,449.08,19019.2381,0.002522361,27.4,1,0,0,80
E01000330,Bexley 017D,777,22297.09415,32.664641,3.892526,5.358529,4825.49,11185.70968,0.002266386,60.5,8,0,0,72.5
E01000331,Bexley 017E,810,41949.6674,77.58474,6.53698,5.951303,,28622.81818,0.002500212,30.5,1,0,0,80
E01000332,Bexley 005A,790,21797.93081,24.283861,4.329998,5.774543,177883.86,6663.6875,0.000693609,55,0,0,0,72.5
E01000333,Bexley 003A,894,38550.4954,41.22589,7.304613,5.373727,1144.99,8089.407407,0.003125334,57.3,16,2,1,72.5
E01000334,Bexley 006A,843,16752.56459,16.942028,2.974615,5.501116,20573.45,10030,0.003876779,60.8,0,0,0,72.5
E01000335,Bexley 003B,1035,876000.9724,1177.933203,29.788513,5.750464,,7716.6,0,12.9,3,2,0,80
E01000336,Bexley 003C,993,33197.00809,46.757867,6.289231,6.264568,4624.82,4221.6875,0.00258258,104.3,6,0,0,
E01000337,Bexley 003D,898,33197.00809,46.757867,6.289231,5.582117,2253.37,5100,0.004756467,60.2,0,0,0,
E01000338,Bexley 003E,932,26192.09426,37.851011,5.309328,5.744215,1144.99,5777.111111,0.00258258,101.1,0,0,0,72.5
E01000339,Bexley 025A,804,37664.67645,42.452661,6.636835,5.268173,35218.87,6904.666667,0.002788481,60,1,0,0,
E01000340,Bexley 018A,777,28957.9804,37.508157,5.002518,4.206243,,14371,0.002964803,64.6,0,0,0,67.5
E01000341,Bexley 022A,771,30167.24574,46.000748,5.221297,4.699349,40355.58,14371,0.003022685,61.3,0,0,0,67.5
E01000342,Bexley 022B,798,25022.85175,29.561836,4.330998,4.133719,241.4,,0.002992039,72.9,0,0,0,57
E01000343,Bexley 022C,787,46779.63629,62.98388,8.292559,4.740316,48933.15,13646.66667,0.003155541,50.7,6,0,0,72.5
E01000344,Bexley 025B,808,18310.01605,19.894332,3.288166,4.819707,,8017,0.003954522,71.1,2,1,0,
E01000345,Bexley 022D,686,16612.39055,16.983132,3.071262,5.033296,22743.64,0,0.002621689,65.2,0,0,0,
E01000346,Bexley 021A,851,50713.82541,78.801083,9.077874,4.323237,1325.08,3194.181818,0.00314918,46.6,0,0,0,67.5
E01000347,Bexley 021B,754,23553.67812,34.904841,4.113679,4.234419,,9027.153846,0.002714784,75.6,2,2,1,67.5
E01000348,Bexley 020A,787,50786.40304,78.363865,8.809251,5.352901,1503.75,2046.363636,0.00231511,50.5,0,0,0,67.5
E01000349,Bexley 020B,849,58567.3012,101.054494,9.844246,5.261077,,16096.3125,0.002118128,49.8,0,0,0,80
E01000350,Bexley 021C,771,33491.94634,44.36789,5.924588,5.251287,1122.97,2813.166667,0.003342217,55.7,4,1,0,
E01000351,Bexley 024A,825,33834.26961,51.416324,6.224547,4.895447,1503.75,18436,0.002541781,50.7,0,0,0,67.5
E01000352,Bexley 021D,827,44039.70308,71.281,7.817521,5.002262,,24022.96154,0.002994341,45.7,14,1,0,80
E01000353,Bexley 011A,861,21436.02892,26.167114,4.086764,5.032915,5817.37,5065.166667,0.002610878,49.9,0,0,0,
E01000354,Bexley 011B,760,21537.80094,21.211964,3.781069,5.889643,1220.91,6687.25,0.002819044,73.3,0,0,0,
E01000355,Bexley 011C,760,20360.0797,24.80567,4.235537,4.843953,,7950.2,0.00325659,34.8,0,0,0,67.5
E01000356,Bexley 009A,804,36446.3894,40.53004,7.407577,5.004699,4323.19,13274.15385,0.003392405,50,7,1,1,
E01000357,Bexley 009B,743,10686.33188,8.454663,1.92837,5.993395,,14644,0.002853934,72.3,0,0,0,
E01000358,Bexley 011D,835,21436.02892,26.167114,4.086764,5.470893,7620.28,5179.866667,0.002282321,54.6,4,1,0,
E01000359,Bexley 009C,635,41593.80293,39.123753,7.264691,5.607445,6090.58,8643.894737,0.002549149,62.8,2,1,0,
E01000360,Bexley 015A,858,46012.52882,70.872518,8.645081,5.446204,38996.86,11750.60606,0.00237553,37.8,28,1,0,72.5
E01000361,Bexley 020C,790,58964.41499,93.682426,10.892468,5.402878,115566.35,25435.625,0.002144731,54,0,0,0,80
E01000362,Bexley 015B,787,64046.65895,106.245954,11.633656,5.630452,1161.6,19934.07813,0.00361437,37.6,9,3,2,80
E01000363,Bexley 020D,748,30585.50224,45.875087,6.074534,5.147161,22839.38,29291.25,0.002460175,34.4,0,0,0,80
E01000364,Bexley 023A,803,34141.63094,61.570081,5.640014,5.6372,,32675.04348,0.001807034,36.4,0,0,0,80
E01000365,Bexley 015C,888,51341.05694,70.842986,10.080405,5.178124,38996.86,6853.894737,0.002114748,49.2,2,1,0,72.5
E01000366,Bexley 015D,848,25760.05751,32.075377,5.479207,5.683034,13395.39,10052,0.002838785,67.2,0,0,0,67.5
E01000367,Bexley 010A,735,47188.77672,63.285171,8.217214,5.7588,1619.05,12689.92308,0.002218819,60.1,1,0,0,80
E01000368,Bexley 010B,782,22673.2232,28.989937,4.437067,5.971069,,869,0.003028559,64.7,0,0,0,
E01000369,Bexley 014C,812,34048.17785,42.472904,6.098262,5.107395,,869,0.003025528,60.8,1,0,0,67.5
E01000370,Bexley 014D,817,20360.0797,24.80567,4.235537,5.27101,643.65,6476,0.003407208,49,6,1,0,67.5
E01000371,Bexley 014E,814,22673.2232,28.989937,4.437067,5.656049,,,0.002723934,66.8,0,0,0,
E01000372,Bexley 010C,871,34721.66039,45.330726,5.985033,6.034359,1679.03,869,0.001978227,73.3,0,0,0,
E01000373,Bexley 008A,409,13140.59887,20.812267,2.118951,8.608735,31689.84,,0.00416388,176.9,0,0,0,80
E01000376,Bexley 019C,796,40186.37555,65.576452,8.246293,5.250381,363.69,4943.4,0.003797242,28,0,0,2,80
E01000377,Bexley 019D,731,39551.85994,66.23075,8.11112,5.53122,2295.8,6029.8125,0.001375,33,0,0,0,67.5
E01000380,Bexley 010D,841,33367.97173,53.431255,6.727566,6.084885,47634.56,16590.89655,0.002013206,64.7,0,0,0,80
E01000382,Bexley 027A,792,39669.94625,64.210677,8.712507,3.034213,,5103.4,0.002222177,26.1,0,0,0,
E01000384,Bexley 027B,876,49136.0156,89.979774,7.45246,3.757636,13415.57,13251.92308,0.002337124,57.4,0,0,0,67.5
E01000385,Bexley 028C,983,23272.18558,45.026646,5.068627,6.262125,5974.8,18768.85,0.000553116,31.2,5,1,0,80
E01000386,Bexley 028D,753,43429.90977,77.520602,5.059198,5.948574,1661.85,21947.25,0.001428215,26.4,1,0,0,80
E01000387,Bexley 027C,794,16844.17601,23.017678,3.574402,5.005205,,4726.111111,0.00159073,49.9,0,0,0,
E01000388,Bexley 016A,759,40015.86218,59.073652,7.576305,5.085706,14173.23,18173,0.003519255,28.9,1,0,0,67.5
E01000389,Bexley 020E,846,58964.41499,93.682426,10.892468,5.551503,7685.46,19302.64706,0.003165719,37.3,0,0,0,67.5
E01000390,Bexley 020F,653,73030.27831,116.483731,13.238361,5.240513,33118.45,32745.92857,0.00272797,23.7,0,0,0,80
E01000391,Bexley 021E,857,45450.78007,73.693181,8.779603,5.272221,7771.62,24528.09091,0.002908202,36.7,0,0,0,80
E01000392,Bexley 016B,895,44206.9656,53.073596,8.819336,5.791716,29394.49,14404.08333,0.00312343,74.5,13,3,1,72.5
E01000393,Bexley 020G,824,22158.32931,25.048568,3.735688,5.367748,25582.81,16482.75,0.003165567,57.2,1,0,1,67.5
E01000394,Bexley 015E,765,47918.38683,57.123945,9.214895,5.385969,3834.22,13785.8125,0.003251916,61.5,4,2,0,67.5
E01000395,Bexley 018B,708,39161.40282,58.63175,7.743471,5.507315,45730.74,20344,0.002376646,44.5,0,0,0,67.5
E01000396,Bexley 018C,703,26256.85112,41.229044,4.893192,5.219755,61593.5,,0.002888474,63.9,0,0,0,
E01000398,Bexley 029A,797,18581.19553,20.831831,3.85743,5.655083,21411.97,3913.5,0.003677772,68.4,0,0,0,
E01000399,Bexley 029B,812,23128.24395,28.199528,4.541428,5.351673,45730.74,13746.14286,0.003190134,53.3,3,0,0,67.5
E01000400,Bexley 029C,800,33512.57128,41.129567,6.709416,5.290794,21411.97,6422.736842,0,54.9,0,0,0,67.5
E01000401,Bexley 013A,916,10384.32733,12.930039,2.167988,5.334198,2978.06,8365.785714,0.003548662,61,5,1,0,72.5
